City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,petrov val,50.1434,45.2096,13.74,71,94,2.07,RU,1687737560
291,kingston,17.997,-76.7936,30.53,67,20,8.23,JM,1687737504
292,as sulayyil,20.4607,45.5779,32.14,12,17,3.89,SA,1687737561
293,saint-georges,12.0564,-61.7485,27.82,78,20,2.57,GD,1687737561
294,tralee,52.2704,-9.7026,12.3,87,6,4.42,IE,1687737561
295,khandyga,62.6667,135.6,28.34,41,6,1.84,RU,1687737561
296,corbu,44.3833,28.65,21.74,88,40,2.57,RO,1687737561
297,iskateley,67.6803,53.1512,7.95,70,83,4.76,RU,1687737561
298,ullal,12.8,74.85,24.53,94,75,1.54,IN,1687737561
299,trashigang,27.3331,91.5542,21.49,91,10,1.35,BT,1687737561
300,santa terezinha,-29.9002,-50.0904,18.45,95,30,1.62,BR,1687737562
301,alofi,-19.0595,-169.9187,25.94,69,11,2.57,NU,1687737562
302,at taj,24.2049,23.2857,27.6,20,0,4.55,LY,1687737562
303,gushu,31.5598,118.4829,22.99,89,100,5.35,CN,1687737562
304,pacasmayo,-7.4006,-79.5714,22.19,79,62,4.39,PE,1687737562
305,kabwe,-14.4469,28.4464,10.14,66,0,2.42,ZM,1687737562
306,puerto leguizamo,-0.1934,-74.7819,22.88,98,98,1.16,CO,1687737562
307,acarau,-2.8856,-40.12,25.4,81,55,5.7,BR,1687737562
308,porvoo,60.3923,25.6651,15.5,94,11,1.5,FI,1687737563
309,harper,4.375,-7.7169,24.8,82,95,5.42,LR,1687737563
310,juegang,32.3174,121.1855,26.62,94,100,4.69,CN,1687737563
311,sovetskaya gavan',48.9723,140.2878,13.86,92,100,1.38,RU,1687737563
312,sayyan,15.1718,44.3244,19.16,53,52,1.33,YE,1687737564
313,magadan,59.5667,150.8,22.52,70,45,2.77,RU,1687737354
314,sandnessjoen,66.0217,12.6316,10.29,77,2,3.81,NO,1687737564
315,bengbu,32.9408,117.3608,22.53,89,59,5.23,CN,1687737437
316,antsiranana,-12.2787,49.2917,21.65,70,80,6.74,MG,1687737565
317,kone,-21.0595,164.8658,23.25,46,12,2.94,NC,1687737565
318,bonga,7.2833,36.2333,14.29,99,75,0.73,ET,1687737565
319,al ghayzah,16.2079,52.176,27.9,82,51,1.14,YE,1687737565
320,fort-shevchenko,44.5086,50.263,23.63,77,33,5.79,KZ,1687737565
321,jarocin,51.9727,17.5026,16.9,76,54,2.22,PL,1687737565
322,acajutla,13.5928,-89.8275,28.73,75,83,2.11,SV,1687737566
323,sudislavl',57.8817,41.7083,11.29,87,48,2.12,RU,1687737566
324,tefe,-3.3542,-64.7114,26.47,76,80,0.86,BR,1687737566
325,kondopoga,62.2057,34.2614,10.82,66,50,0.56,RU,1687737566
326,escanaba,45.7453,-87.0646,22.98,78,100,5.66,US,1687737566
327,thunder bay,48.4001,-89.3168,17.99,94,100,3.6,CA,1687737330
328,ghat,24.9647,10.1728,29.5,17,0,1.74,LY,1687737566
329,el calafate,-50.3408,-72.2768,0.55,86,99,1.01,AR,1687737567
330,nsanje,-16.92,35.262,14.75,85,0,0.71,MW,1687737567
331,san rafael del sur,11.8485,-86.4384,32.54,74,100,4.05,NI,1687737567
332,gokwe,-18.2048,28.9349,8.96,44,0,1.75,ZW,1687737567
333,bengkulu,-3.8004,102.2655,23.62,95,100,1.73,ID,1687737567
334,vuktyl,63.8567,57.3094,9.64,75,58,1.33,RU,1687737567
335,ribeira grande,38.5167,-28.7,20.99,91,94,1.26,PT,1687737567
336,esquel,-42.9,-71.3167,3.67,93,90,7.58,AR,1687737499
337,malindi,-3.2175,40.1191,25.15,79,50,8.46,KE,1687737568
338,ipsala,40.9212,26.3827,20.66,77,62,3.37,TR,1687737568
339,ankang,32.68,109.0172,23.83,68,65,0.51,CN,1687737568
340,quiberon,47.4841,-3.1196,18.37,76,35,3.13,FR,1687737568
341,candolim,15.5181,73.7626,27.82,79,100,6.41,IN,1687737568
342,ormara,25.2088,64.6357,28.91,80,78,3.82,PK,1687737568
343,narvik,68.4384,17.4272,12.43,84,90,1.62,NO,1687737568
344,cold lake,54.4502,-110.2017,19.97,68,75,7.72,CA,1687737513
345,soio,-6.1349,12.3689,21.37,94,90,2.65,AO,1687737569
346,ancud,-41.8697,-73.8203,9.92,81,53,8.52,CL,1687737569
347,gondal,21.9667,70.8,26.96,80,100,4.61,IN,1687737569
348,zhangjiakou,40.81,114.8794,22.99,50,100,0.94,CN,1687737569
349,casper,42.8666,-106.3131,27.62,26,0,1.34,US,1687737302
350,puerto colombia,10.9878,-74.9547,26.05,81,95,2.38,CO,1687737569
351,al jadid,27.05,14.4,29.07,18,0,3.21,LY,1687737569
352,rayong,12.8333,101.4333,28.38,98,100,1.0,TH,1687737569
353,bangar,16.8936,120.4243,28.37,72,57,0.19,PH,1687737570
354,san patricio,28.017,-97.5169,34.4,62,0,7.99,US,1687737570
355,goulburn,-34.75,149.7167,8.77,75,17,2.24,AU,1687737570
356,kavieng,-2.5744,150.7967,28.34,77,92,5.29,PG,1687737570
357,vila franca do campo,37.7167,-25.4333,20.23,84,25,1.97,PT,1687737570
358,ambovombe,-25.1667,46.0833,15.05,71,2,0.78,MG,1687737570
359,kayangel,8.0823,134.7173,28.32,75,100,4.88,PW,1687737570
360,tieli,46.95,128.05,29.58,36,63,4.76,CN,1687737570
361,sretensk,52.2453,117.7093,18.77,77,95,2.19,RU,1687737570
362,carolina beach,34.0352,-77.8936,28.04,77,52,4.75,US,1687737571
363,puerto aysen,-45.4,-72.7,4.62,100,100,1.14,CL,1687737571
364,port saint john's,-31.6229,29.5448,18.23,89,97,3.06,ZA,1687737571
365,city of balikpapan,-1.242,116.8942,26.97,94,40,1.54,ID,1687737571
366,tai'an,36.1853,117.12,24.9,67,63,1.52,CN,1687737521
367,usinsk,65.9939,57.5281,12.37,78,79,4.11,RU,1687737571
368,asilah,35.465,-6.0348,28.98,67,0,5.52,MA,1687737571
369,armacao de buzios,-22.7469,-41.8817,22.03,88,64,5.8,BR,1687737571
370,pampa,35.5362,-100.9599,31.43,44,0,3.82,US,1687737572
371,kolonia town,6.964,158.206,28.0,89,100,0.0,FM,1687737572
372,enid,36.3956,-97.8784,32.09,39,0,3.09,US,1687737572
373,nagykoros,47.0342,19.7786,19.97,77,0,2.06,HU,1687737572
374,vanimo,-2.6741,141.3028,28.8,70,85,1.46,PG,1687737572
375,zhezqazghan,47.7833,67.7667,18.06,36,91,3.39,KZ,1687737572
376,beledweyne,4.7358,45.2036,23.58,66,100,9.21,SO,1687737572
377,eruh,37.7517,42.1811,21.3,32,0,1.85,TR,1687737572
378,kassala,15.451,36.4,30.8,49,6,5.89,SD,1687737572
379,togur,58.3631,82.8265,10.22,71,40,0.99,RU,1687737573
380,fortaleza,-3.7227,-38.5247,27.9,78,0,5.66,BR,1687737342
381,kuressaare,58.2481,22.5039,14.45,97,19,1.03,EE,1687737573
382,gondar,12.6,37.4667,15.93,76,30,2.13,ET,1687737573
383,saint-pierre,-21.3393,55.4781,16.82,72,20,3.6,RE,1687737573
384,al bayda',32.7627,21.7551,18.14,96,12,4.41,LY,1687737573
385,cockburn town,21.4612,-71.1419,28.6,76,63,7.98,TC,1687737345
386,north bend,43.4065,-124.2243,17.73,88,75,7.72,US,1687737573
387,tangalle,6.024,80.7911,25.9,83,78,5.75,LK,1687737574
388,mincivan,39.0294,46.7185,20.98,49,0,1.61,AZ,1687737574
389,monterey,36.2505,-121.2516,18.28,36,0,6.3,US,1687737574
390,sao francisco,-15.9486,-44.8644,21.03,49,100,2.41,BR,1687737574
391,circleville,39.6006,-82.946,27.56,72,0,3.09,US,1687737574
392,road town,18.4167,-64.6167,28.02,74,20,2.57,VG,1687737574
393,kotkapura,30.5819,74.833,29.25,68,88,3.88,IN,1687737574
394,bol'shoye boldino,55.0059,45.3142,11.19,87,68,2.42,RU,1687737574
395,gaalkacyo,6.7697,47.4308,23.84,73,100,9.56,SO,1687737574
396,tayu,-6.5397,111.0518,25.2,79,14,3.31,ID,1687737575
397,sidi merouane,36.5206,6.2611,20.71,68,0,0.39,DZ,1687737575
398,plouzane,48.3833,-4.6167,16.03,86,0,3.09,FR,1687737575
399,lihue,21.9789,-159.3672,29.77,58,40,7.72,US,1687737575
400,toliara,-23.35,43.6667,15.2,73,0,5.12,MG,1687737575
401,tobruk,32.0836,23.9764,23.45,79,0,3.71,LY,1687737575
402,isangel,-19.55,169.2667,23.49,63,89,5.37,VU,1687737575
403,bamboo flat,11.7,92.7167,27.98,82,100,5.21,IN,1687737575
404,aykhal,66.0,111.5,15.79,51,92,6.63,RU,1687737575
405,berdigestyakh,62.0989,126.6992,27.26,47,27,1.03,RU,1687737576
406,belyy yar,53.6039,91.3903,12.94,82,0,0.0,RU,1687737576
407,muurame,62.1333,25.6667,13.31,89,2,1.54,FI,1687737576
408,el battan,36.8037,9.8442,23.82,76,0,1.79,TN,1687737576
409,sydney,-33.8679,151.2073,17.43,45,0,4.63,AU,1687737526
410,altai,46.3722,96.2583,10.95,40,19,7.73,MN,1687737576
411,batticaloa,7.7102,81.6924,26.84,72,98,3.83,LK,1687737576
412,mbaiki,3.8678,17.9892,20.81,99,100,1.04,CF,1687737576
413,hilo,19.7297,-155.09,27.93,70,20,5.14,US,1687737576
414,vernon,50.2581,-119.2691,27.94,51,23,4.02,CA,1687737577
415,tadine,-21.55,167.8833,22.21,53,8,4.76,NC,1687737577
416,nayagarh,20.1333,85.1,23.62,95,100,1.44,IN,1687737577
417,san juan de los morros,9.9115,-67.3538,23.51,87,82,0.64,VE,1687737577
418,abalak,58.1286,68.5944,8.92,90,100,2.3,RU,1687737577
419,kiunga,-6.1219,141.2906,23.93,97,100,1.07,PG,1687737577
420,muynoq,43.7683,59.0214,22.83,25,14,5.23,UZ,1687737578
421,guerrero negro,27.9769,-114.0611,20.52,63,5,10.1,MX,1687737578
422,bridgetown,13.1,-59.6167,28.27,78,20,3.6,BB,1687737437
423,andergrove,-21.0833,149.1833,25.91,76,38,0.37,AU,1687737578
424,evron,48.1564,-0.3997,16.9,96,14,3.61,FR,1687737578
425,el bolson,-41.9667,-71.5167,4.36,96,97,2.81,AR,1687737578
426,aqaba,29.5267,35.0078,28.92,32,0,7.72,JO,1687737578
427,gerash,27.6652,54.1371,27.99,23,1,2.02,IR,1687737578
428,queenstown,-31.8976,26.8753,10.15,89,95,1.4,ZA,1687737579
429,severnoye,56.3491,78.3619,9.88,93,51,1.62,RU,1687737579
430,chonchi,-42.6128,-73.8092,7.84,80,67,5.06,CL,1687737579
431,leticia,-4.2153,-69.9406,26.03,89,40,1.03,CO,1687737579
432,puerto deseado,-47.7503,-65.8938,6.36,86,100,3.82,AR,1687737579
433,camana,-16.6228,-72.7111,17.9,81,33,1.29,PE,1687737579
434,cidreira,-30.1811,-50.2056,18.05,98,32,1.75,BR,1687737579
435,walvis bay,-22.9575,14.5053,13.94,88,36,3.09,NA,1687737579
436,san juan de miraflores,-12.1629,-76.9635,22.32,75,21,3.6,PE,1687737579
437,yeppoon,-23.1333,150.7333,20.88,65,85,1.85,AU,1687737580
438,bodaybo,57.8506,114.1933,16.04,85,99,0.48,RU,1687737580
439,viedma,-40.8135,-62.9967,11.6,57,100,9.44,AR,1687737580
440,carnarvon,-24.8667,113.6333,14.17,71,16,4.61,AU,1687737580
441,novo aripuana,-5.1206,-60.3797,27.75,62,99,1.03,BR,1687737580
442,yoloten,37.2989,62.3597,23.92,18,17,4.45,TM,1687737580
443,onguday,50.75,86.15,8.11,94,92,0.26,RU,1687737580
444,taroudant,30.4703,-8.877,30.89,22,52,1.86,MA,1687737580
445,kabare,-2.4683,28.8242,16.75,88,80,0.21,CD,1687737581
446,mahishadal,22.1833,87.9833,27.28,83,100,2.81,IN,1687737581
447,angra do heroismo,38.65,-27.2167,20.34,91,20,0.83,PT,1687737581
448,morshansk,53.4435,41.8107,13.06,73,89,1.38,RU,1687737581
449,motilla del palancar,39.5709,-1.9068,24.22,65,33,2.24,ES,1687737581
450,praia da vitoria,38.7333,-27.0667,20.14,94,20,0.3,PT,1687737581
451,pangody,65.85,74.4859,9.64,72,34,2.27,RU,1687737581
452,urangan,-25.3,152.9,22.89,88,39,2.82,AU,1687737581
453,correntina,-13.3433,-44.6367,19.57,54,85,1.45,BR,1687737581
454,kavaratti,10.5669,72.642,28.53,76,100,7.41,IN,1687737582
455,zhangye,38.9342,100.4517,22.45,30,6,3.83,CN,1687737582
456,kruisfontein,-34.0033,24.7314,11.6,98,100,5.34,ZA,1687737582
457,morinda,30.7919,76.4964,27.16,73,99,3.81,IN,1687737582
458,todos santos,23.45,-110.2167,27.47,77,6,2.39,MX,1687737582
459,tamandare,-8.7597,-35.1047,23.95,88,68,5.72,BR,1687737582
460,shiyan,32.6475,110.7781,25.12,64,14,0.5,CN,1687737582
461,ain el bya,35.8039,-0.3018,23.16,66,0,2.74,DZ,1687737582
462,howard springs,-12.497,131.047,26.57,63,85,5.13,AU,1687737582
463,bizhbulyak,53.6967,54.2642,8.64,92,4,3.79,RU,1687737583
464,galliano,29.4422,-90.2992,33.0,70,40,5.66,US,1687737583
465,kudahuvadhoo,2.6708,72.8944,27.66,76,100,4.31,MV,1687737583
466,gisborne,-38.6533,178.0042,13.62,94,100,1.49,NZ,1687737583
467,campoverde,-8.4753,-74.8058,30.83,68,70,0.5,PE,1687737583
468,claremore,36.3126,-95.6161,34.18,45,20,3.09,US,1687737583
469,bonthe,7.5264,-12.505,25.02,87,100,2.06,SL,1687737583
470,burton,42.9995,-83.6163,21.66,96,100,4.12,US,1687737583
471,kremenki,54.885,37.1261,12.61,79,99,1.44,RU,1687737584
472,rongelap,11.1635,166.8941,28.14,79,20,8.59,MH,1687737584
473,mulki,13.1,74.8,24.6,94,75,1.54,IN,1687737584
474,egilsstadir,65.2653,-14.3948,10.95,66,40,3.6,IS,1687737584
475,ebon,4.582,168.6964,27.86,76,100,4.27,MH,1687737584
476,bridgewater,44.3835,-64.5155,22.28,84,66,5.14,CA,1687737310
477,taitung city,22.7583,121.1444,28.15,78,40,1.54,TW,1687737584
478,okha,53.5739,142.9478,11.95,99,100,4.39,RU,1687737584
479,maun,-19.9833,23.4167,9.98,71,0,1.03,BW,1687737584
480,mildura,-34.2,142.15,11.15,79,2,7.45,AU,1687737585
481,port douglas,-16.4833,145.4667,24.61,70,93,5.97,AU,1687737501
482,eureka,40.8021,-124.1637,17.74,77,10,4.02,US,1687737585
483,olyokminsk,60.3736,120.4264,20.05,75,99,1.71,RU,1687737585
484,kurumkan,54.3,110.3,19.83,48,73,1.63,RU,1687737585
485,bouarfa,32.53,-1.95,26.61,18,32,4.19,MA,1687737585
486,svetlyy yar,48.4748,44.781,14.78,68,64,3.5,RU,1687737585
487,arriaga,16.2333,-93.9,29.27,78,89,1.16,MX,1687737586
488,kamenka,51.3223,42.7678,11.37,84,82,2.33,RU,1687737586
489,kawambwa,-9.7915,29.0791,11.73,65,0,2.57,ZM,1687737587
490,dakhla,23.6848,-15.958,20.38,87,0,4.85,EH,1687737587
491,andilamena,-17.0167,48.5833,13.64,85,76,2.76,MG,1687737587
492,tibanbang,6.6315,126.1055,27.72,76,80,2.53,PH,1687737587
493,crane,31.3974,-102.3501,42.81,6,7,1.79,US,1687737587
494,whitehaven,54.549,-3.5841,14.37,92,58,3.96,GB,1687737587
495,pervomayskiy,53.2485,40.2871,13.93,71,100,1.85,RU,1687737588
496,senekal,-28.3197,27.6208,8.38,42,0,2.74,ZA,1687737588
497,dabat,12.9842,37.765,13.79,76,24,1.48,ET,1687737588
498,tanout,14.9709,8.8879,29.97,45,56,4.77,NE,1687737588
499,sunland park,31.7965,-106.58,40.44,8,0,4.47,US,1687737484
500,homer,59.6425,-151.5483,13.76,69,95,4.36,US,1687737588
501,xining,36.6167,101.7667,13.18,69,8,0.8,CN,1687737588
502,champerico,14.3,-91.9167,33.3,67,62,2.67,GT,1687737589
503,torghay,49.6339,63.4981,18.97,56,83,7.67,KZ,1687737589
504,caleta de carquin,-11.0925,-77.6267,20.82,81,15,4.78,PE,1687737589
505,midvagur,62.0511,-7.1939,11.46,93,75,3.6,FO,1687737589
506,miri,4.4148,114.0089,25.08,94,20,0.51,MY,1687737589
507,qarqaraly,49.4058,75.4742,9.45,65,27,2.77,KZ,1687737589
508,nova vicosa,-17.8919,-39.3719,22.43,83,96,2.21,BR,1687737589
509,monrovia,6.3005,-10.7969,24.41,91,91,3.79,LR,1687737589
510,faya-largeau,17.9257,19.1043,33.3,15,6,3.94,TD,1687737590
511,drayton valley,53.2168,-114.9854,17.86,77,92,2.83,CA,1687737590
512,waliso,8.5333,37.9833,14.53,87,77,1.91,ET,1687737590
513,nova xavantina,-14.6667,-52.35,21.2,46,85,1.46,BR,1687737590
514,kerikeri,-35.2268,173.9474,15.77,85,36,1.67,NZ,1687737590
515,khanty-mansiysk,61.0042,69.0019,7.06,100,0,1.0,RU,1687737590
516,cambridge,43.3601,-80.3127,27.21,70,0,4.12,CA,1687737303
517,mejit,10.2753,170.8646,28.12,79,85,8.69,MH,1687737590
518,la cruz,23.9167,-106.9,29.88,60,0,3.97,MX,1687737591
519,siroki brijeg,43.3833,17.5928,23.51,87,0,3.24,BA,1687737591
520,greenville,35.6127,-77.3663,29.51,63,0,0.0,US,1687737591
521,nyagan,62.1406,65.3936,7.62,71,28,0.99,RU,1687737591
522,namibe,-15.1961,12.1522,16.78,81,90,3.83,AO,1687737591
523,taoudenni,22.6783,-3.9836,36.38,9,49,1.21,ML,1687737591
524,gamay,12.3854,125.2979,27.73,77,79,0.42,PH,1687737591
525,alderetes,-26.8167,-65.1333,13.95,100,40,2.06,AR,1687737592
526,alice springs,-23.7,133.8833,13.75,41,40,0.0,AU,1687737592
527,vuokatti,64.146,28.2697,12.92,72,41,0.66,FI,1687737592
528,hammerfest,70.6634,23.6821,9.25,81,100,2.06,NO,1687737592
529,mili,6.0815,171.735,27.86,82,100,9.33,MH,1687737592
530,chingirlau,51.095,54.0814,10.2,90,1,3.91,KZ,1687737593
531,rio grande,-32.035,-52.0986,16.06,94,100,2.64,BR,1687737593
532,lycksele,64.5954,18.6735,11.93,94,75,0.0,SE,1687737383
533,shingu,33.7333,135.9833,23.45,81,100,1.13,JP,1687737593
534,raduzhny,62.0961,77.475,7.17,79,23,3.06,RU,1687737593
535,uttarkashi,30.7333,78.45,21.98,89,100,1.21,IN,1687737593
536,tirumullaivasal,11.2333,79.8333,27.97,64,100,4.37,IN,1687737594
537,brisas barra de suchiate,14.55,-92.2167,29.46,68,43,2.61,MX,1687737594
538,shakhtars'k,48.0625,38.5167,15.18,92,19,3.71,UA,1687737594
539,la ronge,55.1001,-105.2842,14.14,67,40,3.09,CA,1687737594
540,zorritos,-3.6805,-80.6782,27.16,75,83,4.83,PE,1687737594
541,tazacorte,28.629,-17.9293,22.54,93,40,6.17,ES,1687737594
542,salalah,17.0151,54.0924,27.72,89,51,3.57,OM,1687737595
543,tamanrasset,22.785,5.5228,25.95,27,40,1.54,DZ,1687737595
544,sao francisco do sul,-26.2433,-48.6381,20.95,83,0,2.06,BR,1687737336
545,gorakhpur,29.45,75.6833,29.2,67,94,3.7,IN,1687737518
546,abay,49.6311,72.8539,3.21,50,73,2.79,KZ,1687737595
547,nova sintra,14.8667,-24.7167,20.6,81,1,10.3,CV,1687737595
548,nahiyat al fuhud,30.9697,46.7228,34.4,17,0,8.0,IQ,1687737596
549,peace river,56.2501,-117.286,19.17,72,75,3.6,CA,1687737596
550,trenggalek,-8.05,111.7167,23.42,88,68,0.44,ID,1687737596
551,taltal,-25.4,-70.4833,17.04,81,23,1.31,CL,1687737596
552,amungan,15.3652,119.9582,28.39,70,97,0.36,PH,1687737596
553,plettenberg bay,-34.0527,23.3716,13.43,89,100,3.42,ZA,1687737596
554,grenada,37.1882,-3.6067,25.51,51,0,1.03,ES,1687737449
555,richards bay,-28.783,32.0377,17.67,91,23,1.14,ZA,1687737597
556,mahibadhoo,3.7833,72.9667,28.02,73,100,5.39,MV,1687737597
557,kyzyl-suu,42.3414,78.0056,8.8,94,100,1.08,KG,1687737597
558,ifakara,-8.1333,36.6833,18.47,73,18,0.83,TZ,1687737597
559,banamba,13.55,-7.45,28.7,54,100,1.01,ML,1687737597
560,golden valley,45.0097,-93.3491,23.94,82,100,5.66,US,1687737597
561,tsetserleg,47.475,101.4542,11.54,61,3,1.5,MN,1687737597
562,malango,-2.9627,119.9001,22.59,73,92,0.25,ID,1687737597
563,lompoc,34.6391,-120.4579,24.88,68,0,7.6,US,1687737597
564,fortuna,40.5982,-124.1573,17.59,82,100,4.12,US,1687737598
565,yaren,-0.5472,166.916,28.02,73,87,2.79,NR,1687737598
566,portland,45.5234,-122.6762,29.75,43,20,5.14,US,1687737538
567,beira,-19.8436,34.8389,15.05,93,0,1.54,MZ,1687737598
568,byron bay,-28.65,153.6167,19.84,26,6,5.68,AU,1687737598
569,sarangarh,21.6,83.0833,25.28,90,100,3.27,IN,1687737598
570,kurmuk,10.55,34.2833,21.29,97,100,2.15,SD,1687737598
571,revda,56.801,59.9303,7.63,99,89,3.03,RU,1687737598
572,tindouf,27.6711,-8.1474,34.25,10,0,3.09,DZ,1687737599
573,afaahiti,-17.75,-149.2833,28.93,82,27,7.79,PF,1687737599
574,cheat lake,39.672,-79.8534,27.41,71,64,2.68,US,1687737599
575,novyy urgal,51.0736,132.5642,17.36,91,100,0.52,RU,1687737599
576,broken hill,-31.95,141.4333,10.37,52,72,4.33,AU,1687737599
577,castillos,-34.1667,-53.8333,11.95,95,79,2.69,UY,1687737599
578,cannonvale,-20.2833,148.7,22.66,76,49,1.74,AU,1687737599
579,beau vallon,-20.4189,57.6953,19.13,77,40,0.0,MU,1687737599
